Louisiana,4645670,4458090,187580,77620,109960,48.9,48.7,52.5,47.9,55.7,51.1,51.3,47.5,52.1,44.3,6.7,6.9,0.9,0.3,1.3,17.3,17.8,6.2,3.7,8.1,10,10.1,8.8,4.2,12.1,26.6,25.9,43.9,29.6,53.9,13.1,13,16.1,20.9,12.7,12.6,12.6,12.2,19.7,7,8,8,7.1,12.7,3.1,4.1,4.1,3.6,6.7,1.3,1.6,1.6,1.2,2.3,0.4,36.2,35.9,40,50.7,34.6,3654913,3478083,176830,75112,101718,60.4,60.1,67.3,66.3,68,60,59.7,66.9,65.4,68,55.4,55,63.2,62.5,63.7,4.6,4.7,3.7,2.9,4.3,7.7,7.8,5.5,4.4,6.3,39.6,39.9,32.7,33.7,32,2025728,1913962,111766,46954,64812
Maine,1329923,1282272,47651,26111,21540,49,49.2,43.9,42.9,45.2,51,50.8,56.1,57.1,54.8,4.9,5,1.3,0.4,2.4,14.6,14.8,8.5,6,11.5,8.5,8.5,9.6,7.4,12.3,23.2,23,28,21.4,36,15.1,15,15.4,15.7,14.9,15.5,15.5,14.8,19.6,9.1,10.5,10.4,12.1,15.2,8.3,5.4,5.3,7,9,4.6,2.3,2.3,3.3,5.3,0.9,44,43.9,46.7,54.3,38.5,1101688,1057738,43950,24905,19045,63.2,63.3,60.1,57.7,63.2,63,63.1,60.1,57.7,63.2,59.2,59.4,56.3,54.6,58.7,3.8,3.8,3.7,3.2,4.5,6,6,6.2,5.5,7.1,36.8,36.7,39.9,42.3,36.8,652638,627879,24759,13586,11173
Maryland,5959902,5085570,874332,431575,442757,48.4,48.4,48.4,45.8,50.9,51.6,51.6,51.6,54.2,49.1,6.2,7.1,0.7,0.3,1.2,16.4,18.2,6.1,3.7,8.5,9.4,9.8,7.2,4.5,9.8,26.7,24.1,41.8,32.1,51.4,14.7,14,18.8,22.6,15,12.9,12.9,12.9,17.9,8,8,8.1,7.4,11.1,3.9,4,4,3.7,5.7,1.7,1.8,1.9,1.3,2.2,0.5,38.3,36.9,42.2,49.2,36.4,4764901,3937152,827749,418796,408953,68.2,67,73.8,73.8,73.9,67.6,66.3,73.6,73.5,73.8,63.1,61.8,69.4,70.1,68.7,4.5,4.6,4.3,3.4,5.1,6.7,6.9,5.8,4.7,7,31.8,33,26.2,26.2,26.1,3005753,2431565,574188,293408,280780
Massachusetts,6742143,5680682,1061461,554227,507234,48.5,48.5,48.2,45.9,50.7,51.5,51.5,51.8,54.1,49.3,5.4,6.3,0.7,0.2,1.2,15.2,17.1,5.2,3.4,7.2,10.4,10.8,8.3,4.8,12.1,26.2,23.8,39.1,30.7,48.3,14.6,13.9,18.4,22,14.5,13.1,13.1,13.4,17.9,8.5,8.3,8.4,8,11.2,4.5,4.4,4.4,4.8,6.8,2.7,2.3,2.4,2,3,0.9,39.4,37.9,43.3,50,36,5522235,4509873,1012362,539442,472920,67.5,67.2,68.9,68.7,69.1,67.4,67.1,68.8,68.6,69.1,62.8,62.5,64.1,64.8,63.4,4.6,4.5,4.7,3.8,5.7,6.8,6.8,6.8,5.5,8.3,32.5,32.8,31.1,31.3,30.9,3468864,2819471,649393,349550,299843
Michigan,9909600,9277118,632482,324859,307623,49.1,49.1,49.2,47.8,50.7,50.9,50.9,50.8,52.2,49.3,5.8,6.1,1,0.3,1.6,16.7,17.3,7.2,5.1,9.6,10.1,10.1,9.1,5.9,12.6,24.2,23.3,36.6,27.6,46.2,14.1,13.9,16.8,19.8,13.7,13.7,13.8,12.6,16.6,8.3,8.8,8.8,9.1,13.2,4.8,4.6,4.5,5.1,7.7,2.3,2.1,2,2.4,3.8,0.9,39.5,39.1,43,50.5,36,7953581,7361968,591613,311372,280241,61.2,61.2,60.5,59.9,61.1,61.1,61.2,60.5,59.9,61.1,55.9,55.9,56.4,56.5,56.2,5.2,5.3,4.1,3.4,4.9,8.5,8.6,6.7,5.6,8,38.8,38.8,39.5,40.1,38.9,4449717,4116126,333591,176027,157564
Minnesota,5450868,5024177,426691,210633,216058,49.7,49.8,49.2,46.1,52.1,50.3,50.2,50.8,53.9,47.9,6.4,6.8,1.2,0.5,1.8,17.1,17.8,9.4,7.7,11,9.3,9.2,10,6.9,13,26,24.2,46.4,40,52.6,13.9,13.8,15.1,18.6,11.7,13,13.3,9.3,12.8,5.8,7.9,8.2,5.1,7.7,2.6,4.3,4.4,2.6,4.2,1.1,2.1,2.2,0.9,1.7,0.3,37.8,37.8,37.3,42.7,33.3,4311636,3921354,390282,196955,193327,69.9,69.6,72.1,72.3,71.9,69.8,69.6,72.1,72.2,71.9,66.4,66.4,67.2,68.4,66,3.4,3.2,4.9,3.8,6,4.8,4.6,6.7,5.2,8.3,30.1,30.4,27.9,27.7,28.1,2864441,2602132,262309,134808,127501
Mississippi,2989192,2921862,67330,24898,42432,48.5,48.4,52.9,45.1,57.6,51.5,51.6,47.1,54.9,42.4,6.4,6.6,0.6,0.4,0.8,18.1,18.3,7.1,7.4,6.9,10.3,10.3,10.6,5.3,13.7,25.5,25,46.4,31.8,54.9,13,13,15.8,19.7,13.4,12.5,12.5,10.3,17.2,6.2,8.3,8.4,5.6,10,3.1,4.3,4.3,2.8,6.2,0.9,1.6,1.6,0.8,2,0.1,36.7,36.6,38.5,47.1,35,2338750,2275319,63431,23353,40078,57.8,57.7,63,65.4,61.6,57.4,57.2,62.4,63.8,61.5,51.9,51.7,58.4,61.2,56.7,5.5,5.6,4,2.6,4.8,9.6,9.7,6.4,4,7.8,42.2,42.3,37,34.6,38.4,1212650,1175621,37029,14299,22730
Missouri,6059651,5823572,236079,106455,129624,49.1,49.1,49.2,45.8,51.9,50.9,50.9,50.8,54.2,48.1,6.2,6.4,0.9,0.3,1.3,16.9,17.2,7.8,6.7,8.7,9.8,9.7,10.8,6.3,14.5,25.3,24.6,43,32.3,51.9,13.5,13.5,15.5,19.5,12.2,13.1,13.1,10.9,16.4,6.5,8.6,8.7,6.4,10.4,3.2,4.7,4.7,3.3,5.6,1.3,2,2,1.4,2.4,0.5,38.3,38.2,38.9,46.9,34,4823223,4603366,219857,100745,119112,63.3,63.2,66.6,67.7,65.6,62.9,62.8,66.1,67.2,65.1,58.8,58.6,62.7,64.3,61.3,4.1,4.2,3.4,2.9,3.9,6.6,6.7,5.2,4.3,5.9,36.7,36.8,33.4,32.3,34.4,2835183,2697423,137760,64784,72976
Montana,1023391,1002479,20912,11324,9588,50.2,50.4,42.3,38,47.4,49.8,49.6,57.7,62,52.6,6,6.1,0.5,0.1,1.1,16,16.2,7.2,7.9,6.4,9.8,9.7,12.4,6.7,19.1,23.9,23.8,28.7,20.8,38,12.9,12.8,16.3,18.2,14,14.7,14.7,13.6,15,12,9.7,9.7,11.7,16.6,5.8,4.9,4.9,6.1,9.1,2.7,2.1,2,3.5,5.7,0.9,39.8,39.6,45.8,53.9,37.1,822530,802869,19661,10597,9064,63.7,63.8,57.9,58.1,57.6,63.2,63.4,57.6,57.7,57.5,59.7,59.8,54.5,54.9,54,3.6,3.6,3.1,2.8,3.4,5.6,5.7,5.3,4.8,6,36.3,36.2,42.1,41.9,42.4,490742,480029,10713,5815,4898
Nebraska,1881259,1754726,126533,44584,81949,49.8,49.6,51.6,48.5,53.3,50.2,50.4,48.4,51.5,46.7,6.9,7.4,0.9,0.4,1.2,17.9,18.6,9,6.8,10.2,10.1,10,11.7,7.5,14,25.4,23.9,47.2,36.5,53.1,12.7,12.5,15.4,20.3,12.7,12.5,12.7,8.8,15.1,5.4,7.8,8,4.3,7.9,2.4,4.5,4.7,1.9,3.8,0.8,2.2,2.3,0.8,1.6,0.3,36.2,36.2,36.7,44.5,33.5,1463872,1347193,116679,42167,74512,70,69.9,70.7,72,70,69.7,69.6,70.6,71.7,70,66.8,66.8,65.8,68.5,64.3,2.9,2.7,4.8,3.3,5.6,4.2,3.9,6.8,4.5,8.1,30,30.1,29.3,28,30,977353,900538,76815,28874,47941
Nevada,2839172,2291476,547696,255664,292032,50.2,50.9,47.6,45.2,49.6,49.8,49.1,52.4,54.8,50.4,6.4,7.8,0.3,0.1,0.5,17.1,20.1,4.3,2,6.3,8.9,9.5,6.1,3.6,8.4,27.9,24.7,40.9,31.7,49,13.5,11.9,20.4,23.3,17.9,12.2,11.7,14.2,18.4,10.6,8.8,8.8,8.7,12.9,5,4,4,3.9,6.2,2,1.3,1.4,1.1,1.9,0.5,37.5,34.2,44.3,50.2,39.4,2248477,1719206,529271,251754,277517,64.2,62.9,68.5,68.4,68.6,63.9,62.4,68.5,68.3,68.6,57.9,56.2,63.5,64.1,62.9,5.9,6.2,5,4.2,5.7,9.3,10,7.3,6.1,8.3,35.8,37.1,31.5,31.6,31.4,1302162,966148,336014,161418,174596
New Hampshire,1327503,1250440,77063,40973,36090,49.5,49.6,47.2,44.3,50.4,50.5,50.4,52.8,55.7,49.6,4.9,5.1,0.7,0.1,1.4,15.2,15.7,7.4,7.3,7.5,9.7,9.7,8.2,4.5,12.5,23.6,23,34.3,24.9,45,15.8,15.7,18.3,21.5,14.7,14.9,15,14.1,17.6,10.1,9.3,9.3,9.4,12.9,5.5,4.5,4.5,5.1,7.4,2.4,2.1,2,2.4,3.7,1,42.4,42.2,44.7,51,37,1094783,1022573,72210,38686,33524,68.2,68.3,65.8,65.5,66.2,68,68.2,65.8,65.5,66.2,64.6,64.7,62.4,63.1,61.7,3.4,3.5,3.4,2.4,4.5,5.1,5.1,5.1,3.7,6.8,31.8,31.7,34.2,34.5,33.8,706801,661714,45087,24404,20683
New Jersey,8915456,6972118,1943338,1047097,896241,48.8,48.9,48.6,46.8,50.8,51.2,51.1,51.4,53.2,49.2,5.9,7.4,0.6,0.2,1.1,16.6,19.9,4.9,2.7,7.5,8.9,9.6,6.2,3.9,9,26,22.3,39.3,29.6,50.6,14.9,13.7,19.5,22.7,15.9,12.9,12.4,14.5,19.3,9,8.1,8,8.7,12.4,4.3,4.4,4.4,4.5,6.6,2,2.2,2.3,1.7,2.7,0.7,39.5,36.5,44.5,51,37.1,7143654,5283875,1859779,1025915,833864,65.8,64.4,69.6,68.5,71.1,65.7,64.3,69.6,68.4,71.1,60.5,58.9,64.9,64.4,65.7,5.2,5.3,4.7,4,5.4,7.9,8.3,6.7,5.9,7.6,34.2,35.6,30.4,31.5,28.9,4322619,3114741,1207878,660393,547485
New Mexico,2082669,1881326,201343,72923,128420,49.5,49.6,49.1,44.8,51.5,50.5,50.4,50.9,55.2,48.5,6.4,7.1,0.5,0.2,0.7,17.7,18.8,6.7,3.7,8.5,9.9,10.2,7.9,4.4,9.9,25,23.6,38.7,28.9,44.2,12.7,12,18.6,20.3,17.6,13,12.9,13.8,19.5,10.5,9,9.1,8.1,13.1,5.2,4.6,4.6,4.4,7.6,2.6,1.7,1.8,1.4,2.4,0.8,37.2,35.9,43,51.5,38.9,1637594,1447131,190463,70689,119774,59,58.5,62.5,62.6,62.5,58.5,57.9,62.4,62.2,62.5,53.5,53,57.5,58.1,57.2,5,5,4.9,4.1,5.3,8.5,8.6,7.8,6.5,8.5,41,41.5,37.5,37.4,37.5,876210,766667,109543,41081,68462
New York,19697457,15255210,4442247,2421850,2020397,48.5,48.9,47.1,44.8,50,51.5,51.1,52.9,55.2,50,5.9,7.5,0.5,0.2,0.9,15.5,18.7,4.5,2.6,6.8,10,10.9,6.9,4.1,10.1,27.1,24.3,36.5,28.4,46.1,14.1,12.7,19,20.7,17,12.7,11.8,15.6,19.7,10.7,8.1,7.7,9.6,13.5,5,4.4,4.2,5.2,7.5,2.4,2.2,2.1,2.2,3.3,0.9,38.2,34.4,45.8,52.1,38.5,15964950,11694820,4270130,2373149,1896981,63.4,62.8,65.2,63.7,66.9,63.3,62.6,65.1,63.7,66.9,58.5,57.7,60.6,60,61.4,4.8,4.9,4.5,3.6,5.5,7.5,7.8,6.9,5.7,8.3,36.6,37.2,34.8,36.3,33.1,9340878,6751466,2589412,1424794,1164618
North Carolina,9940828,9173172,767656,271942,495714,48.6,48.4,51.3,47,53.6,51.4,51.6,48.7,53,46.4,6.1,6.5,0.9,0.3,1.2,16.9,17.7,7,5,8.2,9.7,9.8,9.3,6.1,11.1,26.2,24.4,47.9,34.3,55.4,13.8,13.6,17,22.1,14.1,12.6,12.8,9.5,15.5,6.2,8.7,9,5.1,9.9,2.5,4.3,4.5,2.4,5.1,0.9,1.7,1.7,0.8,1.7,0.3,38.3,38.2,38.8,46.8,35.5,7907915,7187502,720413,260371,460042,62.6,61.7,70.8,69.2,71.7,61.5,60.6,70.3,68,71.6,56.4,55.5,65.9,64.2,66.9,5.1,5.2,4.4,3.7,4.7,8.3,8.6,6.2,5.5,6.6,37.4,38.3,29.2,30.8,28.3,4460824,3985856,474968,167245,307723
North Dakota,736162,711798,24364,9673,14691,51.2,51.2,50.8,46.8,53.5,48.8,48.8,49.2,53.2,46.5,7,7.2,1,0.3,1.5,15.8,16,10.6,8.9,11.7,12.3,12.3,14.6,8.2,18.7,25.8,25.2,44.5,39.8,47.6,12.3,12.3,13.4,15.7,11.8,12.5,12.7,8.4,13.1,5.4,7.4,7.5,4.6,7.4,2.8,4.5,4.6,1.9,4.4,0.3,2.4,2.4,1,2.2,0.2,35.2,35.3,33.9,40.6,30.4,585370,563353,22017,8954,13063,70.5,70.5,72.1,71.4,72.6,69.5,69.4,71.5,70.3,72.4,67.6,67.5,69.3,68.5,69.9,1.9,1.9,2.2,1.8,2.5,2.8,2.8,3.1,2.5,3.5,29.5,29.5,27.9,28.6,27.4,395584,380319,15265,6137,9128
Ohio,11586941,11102233,484708,245794,238914,49,48.9,49.7,47,52.5,51,51.1,50.3,53,47.5,6,6.2,1.1,0.2,2,16.8,17.2,7.3,5.8,8.9,9.5,9.5,9.4,5.5,13.5,24.8,24.2,39.5,29,50.4,13.8,13.8,15.2,18.7,11.7,13.6,13.7,11.5,16.1,6.9,8.7,8.7,8.6,12.8,4.2,4.7,4.7,5,8.1,1.8,2.2,2.2,2.3,3.8,0.7,39.3,39.2,40.9,50.1,33.9,9255859,8804136,451723,234201,217522,63.3,63.3,63.4,64,62.7,63.2,63.2,63.3,63.9,62.7,58.6,58.6,59.5,60.7,58.2,4.6,4.6,3.8,3.2,4.4,7.2,7.3,6,5,7.1,36.7,36.7,36.6,36,37.3,5425647,5156825,268822,142149,126673
Oklahoma,3875589,3650073,225516,75889,149627,49.5,49.4,51.8,47.3,54,50.5,50.6,48.2,52.7,46,6.9,7.2,0.8,0.4,1,17.7,18.4,7.1,4.5,8.4,10,9.9,11.7,5.8,14.6,26,24.8,45.6,34,51.5,12.7,12.4,16.3,21.2,13.7,12.3,12.4,10.2,17.5,6.5,8.3,8.5,5.1,10,2.7,4.5,4.6,2.4,4.8,1.2,1.7,1.8,0.8,1.7,0.3,36.2,36,38.1,47.4,34.5,3025259,2813353,211906,72867,139039,61.5,60.9,69.4,69.6,69.3,60.9,60.3,69,68.9,69.1,57.3,56.6,66,66.2,65.9,3.6,3.7,3,2.7,3.2,6,6.1,4.4,3.9,4.7,38.5,39.1,30.6,30.4,30.7,1733000,1593154,139846,48228,91618
Oregon,3982267,3591654,390613,161938,228675,49.5,49.5,49.2,45.2,52.1,50.5,50.5,50.8,54.8,47.9,5.8,6.4,0.7,0.3,0.9,15.8,16.9,5.9,3.8,7.4,9.2,9.2,9,4.9,11.9,26.8,25.1,42.7,31.8,50.4,12.9,12.4,18,20.7,16.1,13.5,13.8,11.6,17.2,7.6,9.4,9.7,6.7,10.8,3.7,4.4,4.5,3.7,6.9,1.5,2.1,2.2,1.7,3.5,0.5,39.1,38.6,41.5,49.1,36.7,3219754,2849060,370694,156611,214083,62,61.1,68.7,65.7,70.9,61.9,61,68.7,65.6,70.9,56.9,56,64,62.1,65.4,5,5,4.6,3.4,5.5,8.1,8.3,6.7,5.2,7.7,38,38.9,31.3,34.3,29.1,1832620,1595262,237358,97299,140059
Pennsylvania,12783977,11965614,818363,425056,393307,48.9,48.9,48.7,46.2,51.3,51.1,51.1,51.3,53.8,48.7,5.6,5.9,0.9,0.3,1.5,15.6,16.2,6.7,4.9,8.6,9.6,9.7,8.8,5.5,12.3,24.6,23.6,39.4,30.6,48.9,14.1,13.9,16.9,19.8,13.8,13.8,13.9,12.5,16.6,8.1,9,9.1,8.2,11.9,4.2,5.1,5.2,4.7,7.2,1.9,2.5,2.6,2,3.1,0.7,40.6,40.4,41.9,49.3,35.3,10402780,9633490,769290,408233,361057,62.6,62.4,65.3,65.1,65.5,62.6,62.4,65.3,65.1,65.5,58.1,57.9,60.7,61.4,60,4.5,4.5,4.5,3.7,5.5,7.2,7.2,6.9,5.7,8.4,37.4,37.6,34.7,34.9,34.5,6043693,5576410,467283,250780,216503
Rhode Island,1054491,911828,142663,74736,67927,48.5,48.5,48.5,46,51.2,51.5,51.5,51.5,54,48.8,5.2,5.9,0.7,0.3,1.2,14.9,16.4,5.7,3.8,7.7,11.1,11.5,8.9,5.2,13,25,23.4,35.5,27.5,44.3,14.4,13.8,18.6,21,16,13.5,13.3,14.8,19.3,9.8,8.5,8.5,8.4,11.9,4.5,4.6,4.5,4.9,7.1,2.5,2.7,2.8,2.4,3.8,0.9,39.9,38.6,44.5,51.5,36.6,868361,732725,135636,72408,63228,65.3,65.2,66.2,65,67.5,65,64.8,66,64.7,67.5,59.9,59.9,60.3,60.5,60,5,4.9,5.7,4.2,7.4,7.7,7.6,8.7,6.6,11,34.7,34.8,33.8,35,32.5,520482,438736,81746,43785,37961
South Carolina,4834605,4603889,230716,90821,139895,48.6,48.4,51.4,46.5,54.5,51.4,51.6,48.6,53.5,45.5,6,6.3,0.9,0.3,1.2,16.4,16.9,6.4,5,7.3,9.9,10,8.5,5.6,10.4,25.3,24.3,44.5,28.2,55.1,13.5,13.3,16.6,21.1,13.7,13.1,13.2,10.8,17,6.7,9.6,9.7,7.8,13.8,3.9,4.4,4.5,3.4,6.5,1.4,1.7,1.7,1.1,2.4,0.2,38.8,38.7,40.2,50.2,35.5,3871553,3654091,217462,87061,130401,60.8,60.4,67.4,64.1,69.6,60,59.6,66.7,63,69.1,55,54.5,62.9,59.6,65.1,5,5.1,3.8,3.4,4,8.4,8.5,5.7,5.4,5.8,39.2,39.6,32.6,35.9,30.4,2129323,1992507,136816,51899,84917
South Dakota,851058,823863,27195,9858,17337,50.3,50.2,52.4,47.5,55.3,49.7,49.8,47.6,52.5,44.7,7.1,7.2,1.7,0.8,2.3,17.6,17.7,13.4,10.9,14.8,10,9.9,13.2,7.6,16.4,24.5,23.9,42.3,32.6,47.9,12.6,12.6,12.8,15.6,11.3,13.1,13.3,8.7,14.5,5.4,8.1,8.2,4.4,9.3,1.6,4.7,4.8,2.4,6.1,0.2,2.4,2.4,1,2.6,0.1,36.8,36.9,34.6,43.9,30.6,663635,639848,23787,8832,14955,68.7,68.6,71.2,68.9,72.5,68.3,68.2,70.9,68.1,72.5,65.5,65.5,65.8,65.9,65.7,2.8,2.7,5.2,2.3,6.9,4.1,4,7.3,3.3,9.5,31.3,31.4,28.8,31.1,27.5,434693,419052,15641,5820,9821
Tennessee,6548009,6232690,315319,116699,198620,48.7,48.6,52,47.5,54.6,51.3,51.4,48,52.5,45.4,6.1,6.4,1.1,0.4,1.5,16.7,17.1,8.4,6.3,9.6,9.6,9.6,9.4,6.1,11.3,26,24.9,47.5,34.3,55.2,13.7,13.6,15.2,19.8,12.4,12.9,13,9.8,15.9,6.2,8.9,9.1,5.1,9.6,2.5,4.5,4.6,2.7,5.5,1,1.6,1.7,0.9,2.1,0.2,38.5,38.6,37.8,46.1,34.4,5222438,4931282,291156,110677,180479,61.1,60.7,68.8,67.7,69.5,60.8,60.3,68.6,67.2,69.5,56.2,55.7,65.2,64.4,65.6,4.6,4.6,3.4,2.8,3.8,7.5,7.7,5,4.2,5.5,38.9,39.3,31.2,32.3,30.5,2937131,2747433,189698,71243,118455
Texas,26956435,22462090,4494345,1589804,2904541,49.6,49.5,50.2,47.3,51.7,50.4,50.5,49.8,52.7,48.3,7.3,8.6,0.7,0.2,1,19.1,21.8,6.1,2.9,7.9,10.2,10.6,8.1,4.3,10.1,28,25.1,43,32.2,48.9,12.9,11.6,19.3,24,16.7,11,10.7,12.4,18.6,9,6.8,6.8,6.5,10.7,4.3,3.4,3.5,3,5.3,1.8,1.3,1.4,0.9,1.7,0.4,34.2,31.5,41.5,49.3,37.6,20599223,16343082,4256141,1552860,2703281,64.6,64.1,66.7,68.1,65.9,64.2,63.6,66.5,67.8,65.8,60.1,59.3,63,64.8,62,4.1,4.3,3.5,3,3.8,6.4,6.7,5.3,4.4,5.8,35.4,35.9,33.3,31.9,34.1,12371392,9688657,2682735,1006746,1675989
Utah,2948427,2703643,244784,90378,154406,50.3,50.4,49,46.5,50.5,49.7,49.6,51,53.5,49.5,8.6,9.3,0.6,0.3,0.8,22.1,23.4,7,4.2,8.7,11.4,11.5,10.6,6,13.3,28.1,26.5,45.5,35.7,51.2,10.4,9.9,17,20.7,14.8,9.4,9.3,10.2,15.6,7,5.8,5.9,5.4,10.2,2.6,3,3.1,2.8,5.5,1.2,1.1,1.2,0.9,1.9,0.3,30.3,29,39.1,46.6,35.5,2136930,1906182,230748,87507,143241,67.9,67.7,70,68.9,70.6,67.7,67.5,69.9,68.8,70.6,64.3,64,66.7,66.3,66.9,3.4,3.4,3.2,2.5,3.7,5.1,5.1,4.6,3.6,5.2,32.1,32.3,30,31.1,29.4,1374146,1220276,153870,58033,95837
Vermont,626249,598694,27555,15218,12337,49.3,49.5,45.5,42.9,48.7,50.7,50.5,54.5,57.1,51.3,4.8,5,0.5,0,1.1,14.6,14.9,8.4,7.4,9.6,10.7,10.7,11.7,7.3,17.2,22.9,22.7,28.3,21.9,36.1,14.6,14.6,14.8,15.7,13.6,15.3,15.3,14.8,18.2,10.6,10,9.9,12.2,15.5,8.1,4.8,4.7,6.4,9,3.1,2.2,2.2,3.1,5.1,0.6,42.6,42.4,45.8,53,35.4,520197,494464,25733,14384,11349,66.3,66.5,61.4,57.9,65.9,66.2,66.4,61.3,57.6,65.9,62.9,63.1,58.6,55.1,63.1,3.3,3.3,2.7,2.5,2.9,5,5,4.4,4.4,4.4,33.7,33.5,38.6,42.1,34.1,327237,312155,15082,7926,7156
Virginia,8310301,7323806,986495,492475,494020,49.2,49.3,48.2,46.5,49.9,50.8,50.7,51.8,53.5,50.1,6.1,6.9,0.8,0.3,1.3,16.3,17.7,6.2,3.8,8.5,9.9,10.2,7.8,4.9,10.6,27.1,24.9,43.4,35.2,51.6,14.2,13.7,18.4,22.1,14.7,12.6,12.6,12.3,17,7.7,8.2,8.3,6.9,10.1,3.7,4,4.1,3.1,4.9,1.4,1.7,1.7,1.2,1.8,0.5,37.8,36.8,41.3,47.5,35.9,6653111,5720587,932524,476741,455783,66.2,65.2,72.4,73.5,71.2,64.5,63.3,71.8,72.6,71,60.7,59.4,68.2,69.5,66.8,3.8,3.9,3.6,3,4.2,5.9,6.1,5,4.1,5.9,33.8,34.8,27.6,26.5,28.8,4036456,3400367,636089,331571,304518
Washington,7073146,6115961,957185,448143,509042,49.9,50.2,48.1,44.9,50.9,50.1,49.8,51.9,55.1,49.1,6.3,7.2,0.8,0.2,1.3,16.4,18,6,3.5,8.2,9.4,9.5,8.5,5.3,11.3,27.5,25.1,42.7,33.6,50.6,13.5,12.9,17.2,20.5,14.3,12.9,13.1,11.9,16.6,7.9,8.3,8.5,7.4,11.2,4,3.9,3.9,4,6.5,1.7,1.8,1.8,1.5,2.6,0.6,37.6,36.5,41.3,48.4,35.8,5647697,4740949,906748,435375,471373,64.2,63.6,67.2,66.3,68.1,63.3,62.6,66.9,65.7,68,59,58.2,62.9,62.3,63.5,4.3,4.4,4,3.4,4.5,6.8,7,5.9,5.2,6.6,35.8,36.4,32.8,33.7,31.9,3331321,2760554,570767,271448,299319
West Virginia,1846092,1817184,28908,14669,14239,49.4,49.4,49.1,42,56.3,50.6,50.6,50.9,58,43.7,5.5,5.6,0.8,0.1,1.5,15.1,15.2,6.2,5.5,6.9,9.2,9.1,12.3,5.4,19.4,24.2,24,36.2,25,47.7,13.7,13.7,14.4,18.5,10.2,14.6,14.6,12.9,18.6,7.1,10.3,10.3,10,15.6,4.3,5.3,5.3,5,7.8,2.1,2.1,2.1,2.2,3.7,0.7,41.9,41.9,41,52.9,32.5,1509212,1482006,27206,13961,13245,53.8,53.8,57.2,56.8,57.8,53.8,53.7,57.2,56.8,57.8,49.7,49.6,54,53.6,54.3,4.1,4.1,3.3,3.1,3.5,7.5,7.6,5.7,5.5,6,46.2,46.2,42.8,43.2,42.2,750412,735731,14681,7487,7194
Wisconsin,5754798,5477560,277238,121771,155467,49.7,49.6,50.9,47.1,53.8,50.3,50.4,49.1,52.9,46.2,5.9,6.2,0.8,0.5,1,16.7,17.1,8.2,7.2,8.9,9.8,9.8,9.9,6.3,12.7,24.7,23.8,43.1,30.9,52.7,14.2,14.1,15.9,19.3,13.1,13.5,13.7,10,14.8,6.3,8.4,8.5,6.4,10.6,3.1,4.6,4.6,3.8,6.7,1.5,2.2,2.2,1.9,3.6,0.5,39.1,39.1,39.2,47.5,34.8,4603725,4346450,257275,113974,143301,66.9,66.9,68,64.9,70.4,66.9,66.8,67.9,64.9,70.4,63.2,63.1,64.4,61.8,66.5,3.7,3.7,3.6,3.1,3.9,5.5,5.5,5.2,4.7,5.6,33.1,33.1,32,35.1,29.6,2910339,2744690,165649,70410,95239
Wyoming,583029,562317,20712,8029,12683,51.1,51.2,46.2,39.8,50.3,48.9,48.8,53.8,60.2,49.7,6.5,6.7,0.6,0.3,0.9,17.3,17.7,7.4,9.6,6,9.8,9.7,11.7,4.5,16.3,26.1,25.4,45.5,32.1,53.9,12.6,12.5,15,16.8,13.8,13.8,14,9,13.5,6.1,8.2,8.3,6.3,13.7,1.7,4,4,3,6.3,0.8,1.7,1.7,1.5,3.1,0.5,36.8,36.7,38.5,47.1,33.4,459198,439892,19306,7332,11974,67.7,67.7,68.8,63.7,71.9,67.2,67.2,68.6,63.2,71.9,63.9,63.8,66.2,61.6,69,3.3,3.3,2.4,1.6,2.9,4.9,5,3.5,2.5,4,32.3,32.3,31.2,36.3,28.1,293598,280818,12780,4518,8262
Puerto Rico,3529385,3434061,95324,42631,52693,47.8,47.8,46.5,44.6,48,52.2,52.2,53.5,55.4,52,5.2,5.3,0.2,0.1,0.3,16.5,16.9,3.6,2,4.9,10.1,10.2,5.5,2.6,7.8,25.3,25.2,29.7,19.1,38.3,13.1,12.9,21.3,19.1,23,12.3,12.1,18.6,23.4,14.7,10,9.9,11.6,17.8,6.7,5.4,5.3,7,11.7,3.1,2.1,2.1,2.5,4.3,1.1,39.4,38.9,50.3,58.1,44.3,2863657,2771072,92585,41938,50647,44.8,44.3,60.9,54.4,66.4,44.8,44.2,60.9,54.3,66.3,36.8,36.3,52.1,49.4,54.3,7.9,7.9,8.8,4.9,12,17.7,17.8,14.4,9,18.1,55.2,55.7,39.1,45.6,33.6,1055106,1006882,48224,20725,27499